,classification_label,experiment,f1-score,precision,recall,support,test_label,test_website,train_label,train_website
216,list_image_label,1.3 - decision tree,1.0,1.0,1.0,240.0,all,www.okazii.ro,all,www.okazii.ro
217,list_price_label,1.3 - decision tree,1.0,1.0,1.0,41506.0,all,www.okazii.ro,all,www.okazii.ro
218,list_price_label,1.3 - decision tree,1.0,1.0,1.0,235.0,all,www.okazii.ro,all,www.okazii.ro
219,list_title_label,1.3 - decision tree,1.0,1.0,1.0,41528.0,all,www.okazii.ro,all,www.okazii.ro
220,list_title_label,1.3 - decision tree,1.0,1.0,1.0,213.0,all,www.okazii.ro,all,www.okazii.ro
221,detail_description_label,1.3 - decision tree,1.0,1.0,1.0,26693.0,all,www.olx.ro,all,www.olx.ro
222,detail_description_label,1.3 - decision tree,1.0,1.0,1.0,4.0,all,www.olx.ro,all,www.olx.ro
223,detail_image_label,1.3 - decision tree,1.0,1.0,1.0,26691.0,all,www.olx.ro,all,www.olx.ro
224,detail_image_label,1.3 - decision tree,1.0,1.0,1.0,6.0,all,www.olx.ro,all,www.olx.ro
225,detail_price_label,1.3 - decision tree,1.0,1.0,1.0,26693.0,all,www.olx.ro,all,www.olx.ro
226,detail_price_label,1.3 - decision tree,1.0,1.0,1.0,4.0,all,www.olx.ro,all,www.olx.ro
227,detail_title_label,1.3 - decision tree,1.0,1.0,1.0,26697.0,all,www.olx.ro,all,www.olx.ro
228,list_image_label,1.3 - decision tree,1.0,1.0,1.0,26492.0,all,www.olx.ro,all,www.olx.ro
229,list_image_label,1.3 - decision tree,1.0,1.0,1.0,205.0,all,www.olx.ro,all,www.olx.ro
230,list_price_label,1.3 - decision tree,1.0,1.0,1.0,26486.0,all,www.olx.ro,all,www.olx.ro
231,list_price_label,1.3 - decision tree,1.0,1.0,1.0,211.0,all,www.olx.ro,all,www.olx.ro
232,list_title_label,1.3 - decision tree,1.0,1.0,1.0,26486.0,all,www.olx.ro,all,www.olx.ro
233,list_title_label,1.3 - decision tree,1.0,1.0,1.0,211.0,all,www.olx.ro,all,www.olx.ro
234,detail_description_label,1.3 - decision tree,1.0,1.0,1.0,6663.0,all,www.piata-az.ro,all,www.piata-az.ro
235,detail_image_label,1.3 - decision tree,1.0,1.0,1.0,6663.0,all,www.piata-az.ro,all,www.piata-az.ro
236,detail_price_label,1.3 - decision tree,1.0,1.0,1.0,6663.0,all,www.piata-az.ro,all,www.piata-az.ro
237,detail_title_label,1.3 - decision tree,1.0,1.0,1.0,6663.0,all,www.piata-az.ro,all,www.piata-az.ro
238,list_image_label,1.3 - decision tree,1.0,1.0,1.0,6663.0,all,www.piata-az.ro,all,www.piata-az.ro
239,list_price_label,1.3 - decision tree,1.0,1.0,1.0,6663.0,all,www.piata-az.ro,all,www.piata-az.ro
240,list_title_label,1.3 - decision tree,1.0,1.0,1.0,6663.0,all,www.piata-az.ro,all,www.piata-az.ro
241,detail_description_label,1.4 - mlp,0.999980326965828,1.0,0.9999606547056972,101664.0,all,www.emag.ro,detail_description_label,www.emag.ro
242,detail_description_label,1.4 - mlp,0.7777777777777778,0.6363636363636364,1.0,7.0,all,www.emag.ro,detail_description_label,www.emag.ro
243,detail_image_label,1.4 - mlp,1.0,1.0,1.0,101653.0,all,www.emag.ro,detail_image_label,www.emag.ro
244,detail_image_label,1.4 - mlp,1.0,1.0,1.0,18.0,all,www.emag.ro,detail_image_label,www.emag.ro
245,detail_price_label,1.4 - mlp,1.0,1.0,1.0,101662.0,all,www.emag.ro,detail_price_label,www.emag.ro
246,detail_price_label,1.4 - mlp,1.0,1.0,1.0,9.0,all,www.emag.ro,detail_price_label,www.emag.ro
247,detail_title_label,1.4 - mlp,1.0,1.0,1.0,101661.0,all,www.emag.ro,detail_title_label,www.emag.ro
248,detail_title_label,1.4 - mlp,1.0,1.0,1.0,10.0,all,www.emag.ro,detail_title_label,www.emag.ro
249,list_image_label,1.4 - mlp,0.9990422496272672,1.0,0.9980863320707071,101376.0,all,www.emag.ro,list_image_label,www.emag.ro
250,list_image_label,1.4 - mlp,0.7525510204081634,0.6032719836400818,1.0,295.0,all,www.emag.ro,list_image_label,www.emag.ro
251,list_price_label,1.4 - mlp,0.9999206357079791,1.0,0.9998412840123402,100809.0,all,www.emag.ro,list_price_label,www.emag.ro
252,list_price_label,1.4 - mlp,0.9908045977011495,0.9817767653758542,1.0,862.0,all,www.emag.ro,list_price_label,www.emag.ro
253,list_title_label,1.4 - mlp,0.9944530000149515,0.9999699311423159,0.9889966097662523,100878.0,all,www.emag.ro,list_title_label,www.emag.ro
254,list_title_label,1.4 - mlp,0.5867062755291496,0.41578947368421054,0.9962168978562421,793.0,all,www.emag.ro,list_title_label,www.emag.ro
255,detail_description_label,1.4 - mlp,1.0,1.0,1.0,74421.0,all,lajumate.ro,detail_description_label,lajumate.ro
256,detail_description_label,1.4 - mlp,1.0,1.0,1.0,17.0,all,lajumate.ro,detail_description_label,lajumate.ro
257,detail_image_label,1.4 - mlp,1.0,1.0,1.0,74368.0,all,lajumate.ro,detail_image_label,lajumate.ro
258,detail_image_label,1.4 - mlp,1.0,1.0,1.0,70.0,all,lajumate.ro,detail_image_label,lajumate.ro
259,detail_price_label,1.4 - mlp,0.9998992158996997,0.9999865609461094,0.9998118861104766,74423.0,all,lajumate.ro,detail_price_label,lajumate.ro
260,detail_price_label,1.4 - mlp,0.6511627906976745,0.5,0.9333333333333333,15.0,all,lajumate.ro,detail_price_label,lajumate.ro
261,detail_title_label,1.4 - mlp,1.0,1.0,1.0,74424.0,all,lajumate.ro,detail_title_label,lajumate.ro
262,detail_title_label,1.4 - mlp,1.0,1.0,1.0,14.0,all,lajumate.ro,detail_title_label,lajumate.ro
263,list_price_label,1.4 - mlp,0.9993683052240478,1.0,0.9987374080208531,73658.0,all,lajumate.ro,list_price_label,lajumate.ro
264,list_price_label,1.4 - mlp,0.9437386569872959,0.8934707903780069,1.0,780.0,all,lajumate.ro,list_price_label,lajumate.ro
265,list_title_label,1.4 - mlp,0.9967992808596996,1.0,0.9936189855544695,73656.0,all,lajumate.ro,list_title_label,lajumate.ro
266,list_title_label,1.4 - mlp,0.7689282202556539,0.6246006389776357,1.0,782.0,all,lajumate.ro,list_title_label,lajumate.ro
267,detail_description_label,1.4 - mlp,0.9999549068827128,0.9999098178320207,1.0,33263.0,all,www.aliexpress.com,detail_description_label,www.aliexpress.com
268,detail_description_label,1.4 - mlp,0.4,1.0,0.25,4.0,all,www.aliexpress.com,detail_description_label,www.aliexpress.com
269,detail_image_label,1.4 - mlp,1.0,1.0,1.0,33263.0,all,www.aliexpress.com,detail_image_label,www.aliexpress.com
270,detail_image_label,1.4 - mlp,1.0,1.0,1.0,4.0,all,www.aliexpress.com,detail_image_label,www.aliexpress.com
271,detail_title_label,1.4 - mlp,1.0,1.0,1.0,33263.0,all,www.aliexpress.com,detail_title_label,www.aliexpress.com
272,detail_title_label,1.4 - mlp,1.0,1.0,1.0,4.0,all,www.aliexpress.com,detail_title_label,www.aliexpress.com
273,list_image_label,1.4 - mlp,1.0,1.0,1.0,33223.0,all,www.aliexpress.com,list_image_label,www.aliexpress.com
274,list_image_label,1.4 - mlp,1.0,1.0,1.0,44.0,all,www.aliexpress.com,list_image_label,www.aliexpress.com
275,list_price_label,1.4 - mlp,1.0,1.0,1.0,33223.0,all,www.aliexpress.com,list_price_label,www.aliexpress.com
276,list_price_label,1.4 - mlp,1.0,1.0,1.0,44.0,all,www.aliexpress.com,list_price_label,www.aliexpress.com
277,list_title_label,1.4 - mlp,0.9999698994642106,1.0,0.9999398007404509,33223.0,all,www.aliexpress.com,list_title_label,www.aliexpress.com
278,list_title_label,1.4 - mlp,0.9777777777777777,0.9565217391304348,1.0,44.0,all,www.aliexpress.com,list_title_label,www.aliexpress.com
279,detail_image_label,1.4 - mlp,1.0,1.0,1.0,99096.0,all,www.amazon.com,detail_image_label,www.amazon.com
280,detail_image_label,1.4 - mlp,1.0,1.0,1.0,10.0,all,www.amazon.com,detail_image_label,www.amazon.com
281,detail_price_label,1.4 - mlp,0.9999949544131225,0.9999899088771608,1.0,99096.0,all,www.amazon.com,detail_price_label,www.amazon.com
282,detail_price_label,1.4 - mlp,0.9473684210526316,1.0,0.9,10.0,all,www.amazon.com,detail_price_label,www.amazon.com
283,detail_title_label,1.4 - mlp,0.9999949544131225,0.9999899088771608,1.0,99096.0,all,www.amazon.com,detail_title_label,www.amazon.com
284,detail_title_label,1.4 - mlp,0.9473684210526316,1.0,0.9,10.0,all,www.amazon.com,detail_title_label,www.amazon.com
285,list_image_label,1.4 - mlp,0.9992605947654162,1.0,0.998522282163136,98801.0,all,www.amazon.com,list_image_label,www.amazon.com
286,list_image_label,1.4 - mlp,0.8068783068783069,0.6762749445676275,1.0,305.0,all,www.amazon.com,list_image_label,www.amazon.com
287,list_price_label,1.4 - mlp,0.9999797714170122,1.0,0.999959543652399,98872.0,all,www.amazon.com,list_price_label,www.amazon.com
288,list_price_label,1.4 - mlp,0.9915254237288135,0.9831932773109243,1.0,234.0,all,www.amazon.com,list_price_label,www.amazon.com
289,list_title_label,1.4 - mlp,1.0,1.0,1.0,98801.0,all,www.amazon.com,list_title_label,www.amazon.com
290,list_title_label,1.4 - mlp,1.0,1.0,1.0,305.0,all,www.amazon.com,list_title_label,www.amazon.com
291,detail_description_label,1.4 - mlp,0.9999976040845566,0.9999952081805941,1.0,208688.0,all,www.okazii.ro,detail_description_label,www.okazii.ro
292,detail_description_label,1.4 - mlp,0.9600000000000001,1.0,0.9230769230769231,13.0,all,www.okazii.ro,detail_description_label,www.okazii.ro
293,detail_image_label,1.4 - mlp,0.9999976040730758,1.0,0.9999952081576324,208688.0,all,www.okazii.ro,detail_image_label,www.okazii.ro
294,detail_image_label,1.4 - mlp,0.962962962962963,0.9285714285714286,1.0,13.0,all,www.okazii.ro,detail_image_label,www.okazii.ro
295,detail_price_label,1.4 - mlp,0.9999760417065972,0.9999520845611665,1.0,208691.0,all,www.okazii.ro,detail_price_label,www.okazii.ro
296,detail_price_label,1.4 - mlp,0.0,0.0,0.0,10.0,all,www.okazii.ro,detail_price_label,www.okazii.ro
297,detail_title_label,1.4 - mlp,0.9999832282704273,0.9999712488080235,0.999995208019858,208682.0,all,www.okazii.ro,detail_title_label,www.okazii.ro
298,detail_title_label,1.4 - mlp,0.7878787878787878,0.9285714285714286,0.6842105263157895,19.0,all,www.okazii.ro,detail_title_label,www.okazii.ro
299,list_image_label,1.4 - mlp,0.9986149450804007,1.0,0.9972337216082969,207499.0,all,www.okazii.ro,list_image_label,www.okazii.ro
300,list_image_label,1.4 - mlp,0.8072531900604433,0.6768018018018018,1.0,1202.0,all,www.okazii.ro,list_image_label,www.okazii.ro
301,list_price_label,1.4 - mlp,0.999956630059224,1.0,0.9999132638801885,207526.0,all,www.okazii.ro,list_price_label,www.okazii.ro
302,list_price_label,1.4 - mlp,0.9923986486486486,0.9849119865884325,1.0,1175.0,all,www.okazii.ro,list_price_label,www.okazii.ro
303,list_title_label,1.4 - mlp,0.9999470198675496,1.0,0.9998940453485908,207636.0,all,www.okazii.ro,list_title_label,www.okazii.ro
304,list_title_label,1.4 - mlp,0.9897769516728625,0.9797608095676172,1.0,1065.0,all,www.okazii.ro,list_title_label,www.okazii.ro
305,detail_description_label,1.4 - mlp,1.0,1.0,1.0,133465.0,all,www.olx.ro,detail_description_label,www.olx.ro
306,detail_description_label,1.4 - mlp,1.0,1.0,1.0,18.0,all,www.olx.ro,detail_description_label,www.olx.ro
307,detail_image_label,1.4 - mlp,0.9960655392392875,1.0,0.992161917108152,133451.0,all,www.olx.ro,detail_image_label,www.olx.ro
308,detail_image_label,1.4 - mlp,0.05765765765765765,0.029684601113172542,1.0,32.0,all,www.olx.ro,detail_image_label,www.olx.ro
309,detail_price_label,1.4 - mlp,1.0,1.0,1.0,133465.0,all,www.olx.ro,detail_price_label,www.olx.ro
310,detail_price_label,1.4 - mlp,1.0,1.0,1.0,18.0,all,www.olx.ro,detail_price_label,www.olx.ro
311,detail_title_label,1.4 - mlp,1.0,1.0,1.0,133483.0,all,www.olx.ro,detail_title_label,www.olx.ro
312,list_image_label,1.4 - mlp,0.9998112281496583,1.0,0.9996225275554884,132460.0,all,www.olx.ro,list_image_label,www.olx.ro
313,list_image_label,1.4 - mlp,0.976145038167939,0.9534016775396086,1.0,1023.0,all,www.olx.ro,list_image_label,www.olx.ro
314,list_price_label,1.4 - mlp,1.0,1.0,1.0,132429.0,all,www.olx.ro,list_price_label,www.olx.ro
315,list_price_label,1.4 - mlp,1.0,1.0,1.0,1054.0,all,www.olx.ro,list_price_label,www.olx.ro
316,list_title_label,1.4 - mlp,0.999879165942921,1.0,0.9997583610840526,132429.0,all,www.olx.ro,list_title_label,www.olx.ro
317,list_title_label,1.4 - mlp,0.9850467289719625,0.9705340699815838,1.0,1054.0,all,www.olx.ro,list_title_label,www.olx.ro
318,detail_description_label,1.5 - mlp,1.0,1.0,1.0,14885.0,all,lajumate.ro,all,lajumate.ro
319,detail_description_label,1.5 - mlp,1.0,1.0,1.0,3.0,all,lajumate.ro,all,lajumate.ro
320,detail_image_label,1.5 - mlp,1.0,1.0,1.0,14874.0,all,lajumate.ro,all,lajumate.ro
321,detail_image_label,1.5 - mlp,1.0,1.0,1.0,14.0,all,lajumate.ro,all,lajumate.ro
322,detail_price_label,1.5 - mlp,0.9999664102650231,0.9999328227865109,1.0,14885.0,all,lajumate.ro,all,lajumate.ro
323,detail_price_label,1.5 - mlp,0.8,1.0,0.6666666666666666,3.0,all,lajumate.ro,all,lajumate.ro
324,detail_title_label,1.5 - mlp,1.0,1.0,1.0,14885.0,all,lajumate.ro,all,lajumate.ro
325,detail_title_label,1.5 - mlp,1.0,1.0,1.0,3.0,all,lajumate.ro,all,lajumate.ro
326,list_image_label,1.5 - mlp,1.0,1.0,1.0,14888.0,all,lajumate.ro,all,lajumate.ro
327,list_price_label,1.5 - mlp,0.9991167878252599,1.0,0.9982351344013033,14732.0,all,lajumate.ro,all,lajumate.ro
328,list_price_label,1.5 - mlp,0.923076923076923,0.8571428571428571,1.0,156.0,all,lajumate.ro,all,lajumate.ro
329,list_title_label,1.5 - mlp,0.9994906448436279,1.0,0.9989818083084442,14732.0,all,lajumate.ro,all,lajumate.ro
330,list_title_label,1.5 - mlp,0.9541284403669724,0.9122807017543859,1.0,156.0,all,lajumate.ro,all,lajumate.ro
331,detail_description_label,1.5 - mlp,1.0,1.0,1.0,6653.0,all,www.aliexpress.com,all,www.aliexpress.com
332,detail_description_label,1.5 - mlp,1.0,1.0,1.0,1.0,all,www.aliexpress.com,all,www.aliexpress.com
333,detail_image_label,1.5 - mlp,0.9999248515818742,0.9998497144574692,1.0,6653.0,all,www.aliexpress.com,all,www.aliexpress.com
334,detail_image_label,1.5 - mlp,0.0,0.0,0.0,1.0,all,www.aliexpress.com,all,www.aliexpress.com
335,detail_price_label,1.5 - mlp,1.0,1.0,1.0,6654.0,all,www.aliexpress.com,all,www.aliexpress.com
336,detail_title_label,1.5 - mlp,0.9999248515818742,0.9998497144574692,1.0,6653.0,all,www.aliexpress.com,all,www.aliexpress.com
337,detail_title_label,1.5 - mlp,0.0,0.0,0.0,1.0,all,www.aliexpress.com,all,www.aliexpress.com
338,list_image_label,1.5 - mlp,1.0,1.0,1.0,6645.0,all,www.aliexpress.com,all,www.aliexpress.com
339,list_image_label,1.5 - mlp,1.0,1.0,1.0,9.0,all,www.aliexpress.com,all,www.aliexpress.com
340,list_price_label,1.5 - mlp,1.0,1.0,1.0,6645.0,all,www.aliexpress.com,all,www.aliexpress.com
341,list_price_label,1.5 - mlp,1.0,1.0,1.0,9.0,all,www.aliexpress.com,all,www.aliexpress.com
342,list_title_label,1.5 - mlp,1.0,1.0,1.0,6645.0,all,www.aliexpress.com,all,www.aliexpress.com
343,list_title_label,1.5 - mlp,1.0,1.0,1.0,9.0,all,www.aliexpress.com,all,www.aliexpress.com
344,detail_description_label,1.5 - mlp,1.0,1.0,1.0,19822.0,all,www.amazon.com,all,www.amazon.com
345,detail_image_label,1.5 - mlp,1.0,1.0,1.0,19820.0,all,www.amazon.com,all,www.amazon.com
346,detail_image_label,1.5 - mlp,1.0,1.0,1.0,2.0,all,www.amazon.com,all,www.amazon.com
347,detail_price_label,1.5 - mlp,0.9999747735929971,0.9999495484587054,1.0,19820.0,all,www.amazon.com,all,www.amazon.com
348,detail_price_label,1.5 - mlp,0.6666666666666666,1.0,0.5,2.0,all,www.amazon.com,all,www.amazon.com
349,detail_title_label,1.5 - mlp,0.9999747735929971,0.9999495484587054,1.0,19820.0,all,www.amazon.com,all,www.amazon.com
350,detail_title_label,1.5 - mlp,0.6666666666666666,1.0,0.5,2.0,all,www.amazon.com,all,www.amazon.com
351,list_image_label,1.5 - mlp,1.0,1.0,1.0,19761.0,all,www.amazon.com,all,www.amazon.com
352,list_image_label,1.5 - mlp,1.0,1.0,1.0,61.0,all,www.amazon.com,all,www.amazon.com
353,list_price_label,1.5 - mlp,1.0,1.0,1.0,19775.0,all,www.amazon.com,all,www.amazon.com
354,list_price_label,1.5 - mlp,1.0,1.0,1.0,47.0,all,www.amazon.com,all,www.amazon.com
355,list_title_label,1.5 - mlp,1.0,1.0,1.0,19761.0,all,www.amazon.com,all,www.amazon.com
356,list_title_label,1.5 - mlp,1.0,1.0,1.0,61.0,all,www.amazon.com,all,www.amazon.com
357,detail_description_label,1.5 - mlp,0.9999754112468956,0.9999508237029752,1.0,20334.0,all,www.emag.ro,all,www.emag.ro
358,detail_description_label,1.5 - mlp,0.0,0.0,0.0,1.0,all,www.emag.ro,all,www.emag.ro
359,detail_image_label,1.5 - mlp,1.0,1.0,1.0,20331.0,all,www.emag.ro,all,www.emag.ro
360,detail_image_label,1.5 - mlp,1.0,1.0,1.0,4.0,all,www.emag.ro,all,www.emag.ro
361,detail_price_label,1.5 - mlp,1.0,1.0,1.0,20333.0,all,www.emag.ro,all,www.emag.ro
362,detail_price_label,1.5 - mlp,1.0,1.0,1.0,2.0,all,www.emag.ro,all,www.emag.ro
363,detail_title_label,1.5 - mlp,1.0,1.0,1.0,20333.0,all,www.emag.ro,all,www.emag.ro
364,detail_title_label,1.5 - mlp,1.0,1.0,1.0,2.0,all,www.emag.ro,all,www.emag.ro
365,list_image_label,1.5 - mlp,1.0,1.0,1.0,20276.0,all,www.emag.ro,all,www.emag.ro
366,list_image_label,1.5 - mlp,1.0,1.0,1.0,59.0,all,www.emag.ro,all,www.emag.ro
367,list_price_label,1.5 - mlp,1.0,1.0,1.0,20163.0,all,www.emag.ro,all,www.emag.ro
368,list_price_label,1.5 - mlp,1.0,1.0,1.0,172.0,all,www.emag.ro,all,www.emag.ro
369,list_title_label,1.5 - mlp,0.9999752186950165,0.9999504386182286,1.0,20176.0,all,www.emag.ro,all,www.emag.ro
370,list_title_label,1.5 - mlp,0.9968454258675079,1.0,0.9937106918238994,159.0,all,www.emag.ro,all,www.emag.ro
371,detail_description_label,1.5 - mlp,1.0,1.0,1.0,41738.0,all,www.okazii.ro,all,www.okazii.ro
372,detail_description_label,1.5 - mlp,1.0,1.0,1.0,3.0,all,www.okazii.ro,all,www.okazii.ro
373,detail_image_label,1.5 - mlp,1.0,1.0,1.0,41738.0,all,www.okazii.ro,all,www.okazii.ro
374,detail_image_label,1.5 - mlp,1.0,1.0,1.0,3.0,all,www.okazii.ro,all,www.okazii.ro
375,detail_price_label,1.5 - mlp,0.9999760421657882,0.9999520854795045,1.0,41739.0,all,www.okazii.ro,all,www.okazii.ro
376,detail_price_label,1.5 - mlp,0.0,0.0,0.0,2.0,all,www.okazii.ro,all,www.okazii.ro
377,detail_title_label,1.5 - mlp,0.9999880200783487,1.0,0.999976040443731,41737.0,all,www.okazii.ro,all,www.okazii.ro
378,detail_title_label,1.5 - mlp,0.888888888888889,0.8,1.0,4.0,all,www.okazii.ro,all,www.okazii.ro
379,list_image_label,1.5 - mlp,1.0,1.0,1.0,41501.0,all,www.okazii.ro,all,www.okazii.ro
380,list_image_label,1.5 - mlp,1.0,1.0,1.0,240.0,all,www.okazii.ro,all,www.okazii.ro
381,list_price_label,1.5 - mlp,1.0,1.0,1.0,41506.0,all,www.okazii.ro,all,www.okazii.ro
382,list_price_label,1.5 - mlp,1.0,1.0,1.0,235.0,all,www.okazii.ro,all,www.okazii.ro
383,list_title_label,1.5 - mlp,1.0,1.0,1.0,41528.0,all,www.okazii.ro,all,www.okazii.ro
384,list_title_label,1.5 - mlp,1.0,1.0,1.0,213.0,all,www.okazii.ro,all,www.okazii.ro
385,detail_description_label,1.5 - mlp,1.0,1.0,1.0,26693.0,all,www.olx.ro,all,www.olx.ro
386,detail_description_label,1.5 - mlp,1.0,1.0,1.0,4.0,all,www.olx.ro,all,www.olx.ro
387,detail_image_label,1.5 - mlp,1.0,1.0,1.0,26691.0,all,www.olx.ro,all,www.olx.ro
388,detail_image_label,1.5 - mlp,1.0,1.0,1.0,6.0,all,www.olx.ro,all,www.olx.ro
389,detail_price_label,1.5 - mlp,1.0,1.0,1.0,26693.0,all,www.olx.ro,all,www.olx.ro
390,detail_price_label,1.5 - mlp,1.0,1.0,1.0,4.0,all,www.olx.ro,all,www.olx.ro
391,detail_title_label,1.5 - mlp,1.0,1.0,1.0,26697.0,all,www.olx.ro,all,www.olx.ro
392,list_image_label,1.5 - mlp,1.0,1.0,1.0,26492.0,all,www.olx.ro,all,www.olx.ro
393,list_image_label,1.5 - mlp,1.0,1.0,1.0,205.0,all,www.olx.ro,all,www.olx.ro
394,list_price_label,1.5 - mlp,1.0,1.0,1.0,26486.0,all,www.olx.ro,all,www.olx.ro
395,list_price_label,1.5 - mlp,1.0,1.0,1.0,211.0,all,www.olx.ro,all,www.olx.ro
396,list_title_label,1.5 - mlp,1.0,1.0,1.0,26486.0,all,www.olx.ro,all,www.olx.ro
397,list_title_label,1.5 - mlp,1.0,1.0,1.0,211.0,all,www.olx.ro,all,www.olx.ro
398,detail_description_label,1.5 - mlp,1.0,1.0,1.0,6663.0,all,www.piata-az.ro,all,www.piata-az.ro
399,detail_image_label,1.5 - mlp,1.0,1.0,1.0,6663.0,all,www.piata-az.ro,all,www.piata-az.ro
400,detail_price_label,1.5 - mlp,1.0,1.0,1.0,6663.0,all,www.piata-az.ro,all,www.piata-az.ro
401,detail_title_label,1.5 - mlp,1.0,1.0,1.0,6663.0,all,www.piata-az.ro,all,www.piata-az.ro
402,list_image_label,1.5 - mlp,1.0,1.0,1.0,6663.0,all,www.piata-az.ro,all,www.piata-az.ro
403,list_price_label,1.5 - mlp,1.0,1.0,1.0,6663.0,all,www.piata-az.ro,all,www.piata-az.ro
404,list_title_label,1.5 - mlp,1.0,1.0,1.0,6663.0,all,www.piata-az.ro,all,www.piata-az.ro
